,date,time,device_id,bmp_temp_c,humidity_pct,pressure_hpa,heat_index
41,18-11-2025,06-13-00,DEVICE_003,20.02,54,1013.04,18.82
42,18-11-2025,06-14-00,DEVICE_001,18.86,59,1013.05,17.73
43,18-11-2025,06-14-00,DEVICE_002,21.15,49,1013.05,19.84
44,18-11-2025,06-14-00,DEVICE_003,20.11,54,1013.04,18.94
45,18-11-2025,06-15-00,DEVICE_001,18.73,59,1013.05,17.57
46,18-11-2025,06-15-00,DEVICE_002,21.02,49,1013.05,19.68
47,18-11-2025,06-15-00,DEVICE_003,19.98,54,1013.04,18.77
48,18-11-2025,06-16-00,DEVICE_001,18.73,59,1013.05,17.57
49,18-11-2025,06-16-00,DEVICE_002,21.02,49,1013.05,19.68
50,18-11-2025,06-16-00,DEVICE_003,19.98,54,1013.04,18.77
51,18-11-2025,06-17-00,DEVICE_001,18.76,59,1013.05,17.61
52,18-11-2025,06-17-00,DEVICE_002,21.05,49,1013.05,19.72
53,18-11-2025,06-17-00,DEVICE_003,20.01,54,1013.04,18.81
54,18-11-2025,06-18-00,DEVICE_001,18.6,59,1013.05,17.4
55,18-11-2025,06-18-00,DEVICE_002,21.04,49,1013.05,19.7
56,18-11-2025,06-18-00,DEVICE_003,20,54,1013.04,18.8
57,18-11-2025,06-19-00,DEVICE_001,18.69,59,1013.05,17.52
58,18-11-2025,06-19-00,DEVICE_002,21.13,49,1013.05,19.82
59,18-11-2025,06-19-00,DEVICE_003,20.09,54,1013.04,18.91
60,18-11-2025,06-20-00,DEVICE_001,18.67,59,1013.05,17.49
61,18-11-2025,06-20-00,DEVICE_002,21.11,49,1013.05,19.79
62,18-11-2025,06-20-00,DEVICE_003,20.07,54,1013.04,18.89
63,18-11-2025,06-21-00,DEVICE_001,18.61,59,1013.05,17.42
64,18-11-2025,06-21-00,DEVICE_002,21.04,49,1013.05,19.7
65,18-11-2025,06-21-00,DEVICE_003,20,54,1013.04,18.8
66,18-11-2025,06-22-00,DEVICE_001,18.69,59,1013.05,17.52
67,18-11-2025,06-22-00,DEVICE_002,21.13,49,1013.05,19.82
68,18-11-2025,06-22-00,DEVICE_003,20.09,54,1013.04,18.91
69,18-11-2025,06-23-00,DEVICE_001,18.76,59,1013.05,17.61
70,18-11-2025,06-23-00,DEVICE_002,21.19,49,1013.05,19.89
71,18-11-2025,06-23-00,DEVICE_003,20.15,54,1013.04,18.99
72,18-11-2025,06-24-00,DEVICE_001,18.72,59,1013.05,17.56
73,18-11-2025,06-24-00,DEVICE_002,21.15,49,1013.05,19.84
74,18-11-2025,06-24-00,DEVICE_003,20.12,54,1013.04,18.95
75,18-11-2025,06-25-00,DEVICE_001,18.67,59,1013.05,17.49
76,18-11-2025,06-25-00,DEVICE_002,21.03,49,1013.05,19.69
77,18-11-2025,06-25-00,DEVICE_003,20,54,1013.04,18.8
78,18-11-2025,06-26-00,DEVICE_001,18.72,59,1013.05,17.56
79,18-11-2025,06-26-00,DEVICE_002,21.11,49,1013.05,19.79
80,18-11-2025,06-26-00,DEVICE_003,20.11,54,1013.04,18.94
81,18-11-2025,06-27-00,DEVICE_001,18.6,59,1013.05,17.4
82,18-11-2025,06-27-00,DEVICE_002,20.99,49,1013.05,19.64
83,18-11-2025,06-27-00,DEVICE_003,20.13,54,1013.04,18.96
84,18-11-2025,06-28-00,DEVICE_001,18.68,59,1013.05,17.51
85,18-11-2025,06-28-00,DEVICE_002,21.07,49,1013.05,19.74
86,18-11-2025,06-28-00,DEVICE_003,20.21,54,1013.04,19.06
87,18-11-2025,06-29-00,DEVICE_001,18.76,59,1013.05,17.61
88,18-11-2025,06-29-00,DEVICE_002,21.14,49,1013.05,19.83
89,18-11-2025,06-29-00,DEVICE_003,20.28,54,1013.04,19.15
90,18-11-2025,06-30-00,DEVICE_001,18.67,59,1013.05,17.49
91,18-11-2025,06-30-00,DEVICE_002,21.06,49,1013.05,19.73
92,18-11-2025,06-30-00,DEVICE_003,20.2,54,1013.04,19.05
93,18-11-2025,06-31-00,DEVICE_001,18.75,59,1013.05,17.59
94,18-11-2025,06-31-00,DEVICE_002,21.14,49,1013.05,19.83
95,18-11-2025,06-31-00,DEVICE_003,20.28,54,1013.04,19.15
96,18-11-2025,06-32-00,DEVICE_001,18.74,59,1013.05,17.58
97,18-11-2025,06-32-00,DEVICE_002,21.13,49,1013.05,19.82
98,18-11-2025,06-32-00,DEVICE_003,20.27,54,1013.04,19.14
99,18-11-2025,06-33-00,DEVICE_001,18.75,59,1013.05,17.59
100,18-11-2025,06-33-00,DEVICE_002,21.13,49,1013.05,19.82
101,18-11-2025,06-33-00,DEVICE_003,20.27,54,1013.04,19.14
102,18-11-2025,06-34-00,DEVICE_001,18.69,59,1013.05,17.52
103,18-11-2025,06-34-00,DEVICE_002,21.08,49,1013.05,19.75
104,18-11-2025,06-34-00,DEVICE_003,20.22,54,1013.04,19.08
105,18-11-2025,06-35-00,DEVICE_001,18.73,59,1013.05,17.57
106,18-11-2025,06-35-00,DEVICE_002,21.12,49,1013.05,19.8
107,18-11-2025,06-35-00,DEVICE_003,20.25,54,1013.05,19.11
108,18-11-2025,06-36-00,DEVICE_001,18.55,59,1013.05,17.34
109,18-11-2025,06-36-00,DEVICE_002,20.94,49,1013.05,19.58
110,18-11-2025,06-36-00,DEVICE_003,20.14,54,1013.05,18.97
111,18-11-2025,06-37-00,DEVICE_001,18.56,59,1013.05,17.35
112,18-11-2025,06-37-00,DEVICE_002,20.94,49,1013.05,19.58
113,18-11-2025,06-37-00,DEVICE_003,20.08,54,1013.05,18.9
114,18-11-2025,06-38-00,DEVICE_001,18.65,59,1013.05,17.47
115,18-11-2025,06-38-00,DEVICE_002,21.03,49,1013.05,19.69
116,18-11-2025,06-38-00,DEVICE_003,20.17,54,1013.05,19.01
117,18-11-2025,06-39-00,DEVICE_001,18.69,59,1013.05,17.52
118,18-11-2025,06-39-00,DEVICE_002,21.07,49,1013.05,19.74
119,18-11-2025,06-39-00,DEVICE_003,20.21,54,1013.04,19.06
120,18-11-2025,06-40-00,DEVICE_001,18.64,59,1013.05,17.46
121,18-11-2025,06-40-00,DEVICE_002,21.02,49,1013.05,19.68
122,18-11-2025,06-40-00,DEVICE_003,20.16,54,1013.04,19
123,18-11-2025,06-41-00,DEVICE_001,18.61,59,1013.05,17.42
124,18-11-2025,06-41-00,DEVICE_002,21,49,1013.05,19.65
125,18-11-2025,06-41-00,DEVICE_003,20.14,54,1013.04,18.97
126,18-11-2025,06-42-00,DEVICE_001,18.67,59,1013.05,17.49
127,18-11-2025,06-42-00,DEVICE_002,21.06,49,1013.05,19.73
128,18-11-2025,06-42-00,DEVICE_003,20.19,54,1013.04,19.04
129,18-11-2025,06-43-00,DEVICE_001,18.69,59,1013.05,17.52
130,18-11-2025,06-43-00,DEVICE_002,21.22,49,1013.05,19.93
131,18-11-2025,06-43-00,DEVICE_003,20.22,54,1013.04,19.08
132,18-11-2025,06-44-00,DEVICE_001,18.7,59,1013.05,17.53
133,18-11-2025,06-44-00,DEVICE_002,21.24,49,1013.05,19.95
134,18-11-2025,06-44-00,DEVICE_003,20.24,54,1013.04,19.1
135,18-11-2025,06-45-00,DEVICE_001,18.54,59,1013.05,17.33
136,18-11-2025,06-45-00,DEVICE_002,21.08,49,1013.05,19.75
137,18-11-2025,06-45-00,DEVICE_003,19.96,54,1013.04,18.75
138,18-11-2025,06-46-00,DEVICE_001,18.67,59,1013.05,17.49
139,18-11-2025,06-46-00,DEVICE_002,21.21,49,1013.05,19.92
140,18-11-2025,06-46-00,DEVICE_003,20.21,54,1013.04,19.06
141,18-11-2025,06-47-00,DEVICE_001,18.7,59,1013.04,17.53
142,18-11-2025,06-47-00,DEVICE_002,21.23,49,1013.04,19.94
143,18-11-2025,06-47-00,DEVICE_003,20.2,54,1013.04,19.05
144,18-11-2025,06-48-00,DEVICE_001,18.71,59,1013.04,17.54
145,18-11-2025,06-48-00,DEVICE_002,21.24,49,1013.04,19.95
146,18-11-2025,06-48-00,DEVICE_003,20.25,54,1013.04,19.11
147,18-11-2025,06-49-00,DEVICE_001,18.67,59,1013.04,17.49
148,18-11-2025,06-49-00,DEVICE_002,21.21,49,1013.04,19.92
149,18-11-2025,06-49-00,DEVICE_003,20.21,54,1013.03,19.06
150,18-11-2025,06-50-00,DEVICE_001,18.56,59,1013.04,17.35
151,18-11-2025,06-50-00,DEVICE_002,21.1,49,1013.04,19.78
152,18-11-2025,06-50-00,DEVICE_003,20.1,54,1013.03,18.92
153,18-11-2025,06-51-00,DEVICE_001,18.54,59,1013.04,17.33
154,18-11-2025,06-51-00,DEVICE_002,21.07,49,1013.04,19.74
155,18-11-2025,06-51-00,DEVICE_003,19.88,54,1013.03,18.65
156,18-11-2025,06-52-00,DEVICE_001,18.72,59,1013.04,17.56
157,18-11-2025,06-52-00,DEVICE_002,21.25,49,1013.04,19.97
158,18-11-2025,06-52-00,DEVICE_003,20.07,54,1013.03,18.89
159,18-11-2025,06-53-00,DEVICE_001,18.66,59,1013.03,17.48
160,18-11-2025,06-53-00,DEVICE_002,21.2,49,1013.03,19.9
161,18-11-2025,06-53-00,DEVICE_003,20.01,54,1013.03,18.81
162,18-11-2025,06-54-00,DEVICE_001,18.58,59,1013.03,17.38
163,18-11-2025,06-54-00,DEVICE_002,21.11,49,1013.03,19.79
164,18-11-2025,06-54-00,DEVICE_003,19.92,54,1013.02,18.7
165,18-11-2025,06-55-00,DEVICE_001,18.65,59,1013.03,17.47
166,18-11-2025,06-55-00,DEVICE_002,21.18,49,1013.03,19.88
167,18-11-2025,06-55-00,DEVICE_003,19.99,54,1013.02,18.79
168,18-11-2025,06-56-00,DEVICE_001,18.67,59,1013.03,17.49
169,18-11-2025,06-56-00,DEVICE_002,21.21,49,1013.03,19.92
170,18-11-2025,06-56-00,DEVICE_003,20.02,54,1013.02,18.82
171,18-11-2025,06-57-00,DEVICE_001,18.71,59,1013.03,17.54
172,18-11-2025,06-57-00,DEVICE_002,21.13,49,1013.03,19.82
173,18-11-2025,06-57-00,DEVICE_003,19.94,54,1013.02,18.72
174,18-11-2025,06-58-00,DEVICE_001,18.72,59,1013.03,17.56
175,18-11-2025,06-58-00,DEVICE_002,21.18,49,1013.03,19.88
176,18-11-2025,06-58-00,DEVICE_003,19.99,54,1013.02,18.79
177,18-11-2025,06-59-00,DEVICE_001,18.63,59,1013.03,17.44
178,18-11-2025,06-59-00,DEVICE_002,21.09,49,1013.03,19.77
179,18-11-2025,06-59-00,DEVICE_003,19.9,54,1013.02,18.67
180,18-11-2025,07-00-00,DEVICE_001,18.73,59,1013.03,17.57
181,18-11-2025,07-00-00,DEVICE_002,21.18,49,1013.03,19.88
182,18-11-2025,07-00-00,DEVICE_003,19.99,54,1013.02,18.79
183,18-11-2025,07-01-2000,DEVICE_001,18.71,59,1013.02,17.54
184,18-11-2025,07-01-2000,DEVICE_002,21.16,49,1013.02,19.85
185,18-11-2025,07-01-2000,DEVICE_003,19.98,54,1013.02,18.77
186,18-11-2025,07-02-2000,DEVICE_001,18.61,59,1013.02,17.42
187,18-11-2025,07-02-2000,DEVICE_002,21.07,49,1013.02,19.74
188,18-11-2025,07-02-2000,DEVICE_003,19.88,54,1013.02,18.65
189,18-11-2025,07-03-2000,DEVICE_001,18.73,59,1013.02,17.57
190,18-11-2025,07-03-2000,DEVICE_002,21.18,49,1013.02,19.88
191,18-11-2025,07-03-2000,DEVICE_003,19.99,54,1013.02,18.79
192,18-11-2025,07-04-2000,DEVICE_001,18.63,59,1013.02,17.44
193,18-11-2025,07-04-2000,DEVICE_002,21.25,49,1013.02,19.97
194,18-11-2025,07-04-2000,DEVICE_003,19.89,54,1013.02,18.66
195,18-11-2025,07-05-2000,DEVICE_001,18.72,59,1013.03,17.56
196,18-11-2025,07-05-2000,DEVICE_002,21.33,49,1013.03,20.07
197,18-11-2025,07-05-2000,DEVICE_003,19.98,54,1013.02,18.77
198,18-11-2025,07-06-2000,DEVICE_001,18.53,59,1013.03,17.32
199,18-11-2025,07-06-2000,DEVICE_002,21.15,49,1013.03,19.84
200,18-11-2025,07-06-2000,DEVICE_003,19.8,54,1013.02,18.55
201,18-11-2025,07-07-2000,DEVICE_001,18.76,59,1013.03,17.61
202,18-11-2025,07-07-2000,DEVICE_002,21.28,49,1013.03,20
203,18-11-2025,07-07-2000,DEVICE_003,19.93,54,1013.02,18.71
204,18-11-2025,07-08-2000,DEVICE_001,18.74,59,1013.03,17.58
205,18-11-2025,07-08-2000,DEVICE_002,21.26,49,1013.03,19.98
206,18-11-2025,07-08-2000,DEVICE_003,19.91,54,1013.02,18.69
207,18-11-2025,07-09-2000,DEVICE_001,18.69,59,1013.03,17.52
208,18-11-2025,07-09-2000,DEVICE_002,21.21,49,1013.03,19.92
209,18-11-2025,07-09-2000,DEVICE_003,19.86,54,1013.02,18.62
210,18-11-2025,07-10-2000,DEVICE_001,18.75,59,1013.03,17.59
211,18-11-2025,07-10-2000,DEVICE_002,21.27,49,1013.03,19.99
212,18-11-2025,07-10-2000,DEVICE_003,19.92,54,1013.02,18.7
213,18-11-2025,07-11-2000,DEVICE_001,18.69,59,1013.03,17.52
214,18-11-2025,07-11-2000,DEVICE_002,21.21,49,1013.03,19.92
215,18-11-2025,07-11-2000,DEVICE_003,19.86,54,1013.02,18.62
216,18-11-2025,07-12-2000,DEVICE_001,18.71,59,1013.03,17.54
217,18-11-2025,07-12-2000,DEVICE_002,21.23,49,1013.03,19.94
218,18-11-2025,07-12-2000,DEVICE_003,19.88,54,1013.03,18.65
219,18-11-2025,07-13-00,DEVICE_001,18.57,59,1013.04,17.37
220,18-11-2025,07-13-00,DEVICE_002,21.09,49,1013.04,19.77
221,18-11-2025,07-13-00,DEVICE_003,19.74,54,1013.03,18.47
222,18-11-2025,07-14-00,DEVICE_001,18.59,59,1013.04,17.39
223,18-11-2025,07-14-00,DEVICE_002,21.11,49,1013.04,19.79
224,18-11-2025,07-14-00,DEVICE_003,19.76,54,1013.03,18.5
225,18-11-2025,07-15-00,DEVICE_001,18.57,59,1013.04,17.37
226,18-11-2025,07-15-00,DEVICE_002,21.09,49,1013.04,19.77
227,18-11-2025,07-15-00,DEVICE_003,19.65,54,1013.03,18.36
228,18-11-2025,07-16-00,DEVICE_001,18.49,59,1013.04,17.27
229,18-11-2025,07-16-00,DEVICE_002,21.02,49,1013.04,19.68
230,18-11-2025,07-16-00,DEVICE_003,19.57,54,1013.03,18.26
231,18-11-2025,07-17-00,DEVICE_001,18.62,59,1013.04,17.43
232,18-11-2025,07-17-00,DEVICE_002,21.14,49,1013.04,19.83
233,18-11-2025,07-17-00,DEVICE_003,19.7,54,1013.04,18.42
234,18-11-2025,07-18-00,DEVICE_001,18.49,59,1013.04,17.27
235,18-11-2025,07-18-00,DEVICE_002,21.01,49,1013.04,19.67
236,18-11-2025,07-18-00,DEVICE_003,19.56,54,1013.04,18.25
237,18-11-2025,07-19-00,DEVICE_001,18.6,59,1013.05,17.4
238,18-11-2025,07-19-00,DEVICE_002,21.12,49,1013.05,19.8
239,18-11-2025,07-19-00,DEVICE_003,19.68,54,1013.04,18.4
240,18-11-2025,07-20-00,DEVICE_001,18.49,59,1013.05,17.27
241,18-11-2025,07-20-00,DEVICE_002,21.01,49,1013.05,19.67
242,18-11-2025,07-20-00,DEVICE_003,19.57,54,1013.04,18.26
243,18-11-2025,07-21-00,DEVICE_001,18.41,59,1013.05,17.17
244,18-11-2025,07-21-00,DEVICE_002,20.93,49,1013.05,19.57
245,18-11-2025,07-21-00,DEVICE_003,19.49,54,1013.04,18.16
246,18-11-2025,07-22-00,DEVICE_001,18.43,59,1013.05,17.19
247,18-11-2025,07-22-00,DEVICE_002,20.95,49,1013.05,19.59
248,18-11-2025,07-22-00,DEVICE_003,19.5,54,1013.04,18.17
249,18-11-2025,07-23-00,DEVICE_001,18.42,59,1013.05,17.18
250,18-11-2025,07-23-00,DEVICE_002,20.94,49,1013.05,19.58
251,18-11-2025,07-23-00,DEVICE_003,19.5,54,1013.04,18.17
252,18-11-2025,07-24-00,DEVICE_001,18.45,59,1013.05,17.22
253,18-11-2025,07-24-00,DEVICE_002,20.97,49,1013.05,19.62
254,18-11-2025,07-24-00,DEVICE_003,19.66,54,1013.04,18.37
255,18-11-2025,07-25-00,DEVICE_001,18.43,59,1013.05,17.19
256,18-11-2025,07-25-00,DEVICE_002,20.95,49,1013.05,19.59
257,18-11-2025,07-25-00,DEVICE_003,19.51,54,1013.04,18.18
258,18-11-2025,07-26-00,DEVICE_001,18.37,60,1013.05,17.18
259,18-11-2025,07-26-00,DEVICE_002,20.9,50,1013.05,19.61
260,18-11-2025,07-26-00,DEVICE_003,19.45,54,1013.04,18.11
261,18-11-2025,07-27-00,DEVICE_001,18.35,60,1013.05,17.16
262,18-11-2025,07-27-00,DEVICE_002,20.87,50,1013.05,19.57
263,18-11-2025,07-27-00,DEVICE_003,19.43,55,1013.04,18.16
264,18-11-2025,07-28-00,DEVICE_001,18.27,60,1013.05,17.06
265,18-11-2025,07-28-00,DEVICE_002,20.73,50,1013.05,19.4
266,18-11-2025,07-28-00,DEVICE_003,19.68,55,1013.04,18.47
267,18-11-2025,07-29-00,DEVICE_001,18.25,60,1013.05,17.03
268,18-11-2025,07-29-00,DEVICE_002,20.64,50,1013.05,19.29
269,18-11-2025,07-29-00,DEVICE_003,19.66,55,1013.04,18.45
270,18-11-2025,07-30-00,DEVICE_001,18.29,60,1013.05,17.08
271,18-11-2025,07-30-00,DEVICE_002,20.75,50,1013.05,19.42
272,18-11-2025,07-30-00,DEVICE_003,19.7,55,1013.04,18.5
273,18-11-2025,07-31-00,DEVICE_001,18.2,60,1013.05,16.97
274,18-11-2025,07-31-00,DEVICE_002,20.65,50,1013.05,19.3
275,18-11-2025,07-31-00,DEVICE_003,19.61,55,1013.04,18.38
276,18-11-2025,07-32-00,DEVICE_001,18.17,60,1013.05,16.93
277,18-11-2025,07-32-00,DEVICE_002,20.63,50,1013.05,19.27
278,18-11-2025,07-32-00,DEVICE_003,19.58,55,1013.04,18.35
279,18-11-2025,07-33-00,DEVICE_001,18.18,60,1013.05,16.95
280,18-11-2025,07-33-00,DEVICE_002,20.64,50,1013.05,19.29
281,18-11-2025,07-33-00,DEVICE_003,19.6,55,1013.04,18.37
282,18-11-2025,07-34-00,DEVICE_001,18.14,60,1013.04,16.9
283,18-11-2025,07-34-00,DEVICE_002,20.6,50,1013.04,19.24
284,18-11-2025,07-34-00,DEVICE_003,19.55,55,1013.04,18.31
285,18-11-2025,07-35-00,DEVICE_001,18.17,60,1013.04,16.93
286,18-11-2025,07-35-00,DEVICE_002,20.63,50,1013.04,19.27
287,18-11-2025,07-35-00,DEVICE_003,19.59,55,1013.04,18.36
288,18-11-2025,07-36-00,DEVICE_001,18.19,60,1013.04,16.96
289,18-11-2025,07-36-00,DEVICE_002,20.64,50,1013.04,19.29
290,18-11-2025,07-36-00,DEVICE_003,19.6,55,1013.04,18.37
291,18-11-2025,07-37-00,DEVICE_001,18.09,60,1013.04,16.83
292,18-11-2025,07-37-00,DEVICE_002,20.62,50,1013.04,19.26
293,18-11-2025,07-37-00,DEVICE_003,19.5,55,1013.03,18.25
294,18-11-2025,07-38-00,DEVICE_001,18.04,60,1013.04,16.77
295,18-11-2025,07-38-00,DEVICE_002,20.5,50,1013.04,19.11
296,18-11-2025,07-38-00,DEVICE_003,19.46,55,1013.03,18.2
297,18-11-2025,07-39-00,DEVICE_001,18.11,60,1013.04,16.86
298,18-11-2025,07-39-00,DEVICE_002,20.57,50,1013.04,19.2
299,18-11-2025,07-39-00,DEVICE_003,19.52,55,1013.03,18.27
300,18-11-2025,07-40-00,DEVICE_001,18.08,60,1013.04,16.82
301,18-11-2025,07-40-00,DEVICE_002,20.54,50,1013.04,19.16
302,18-11-2025,07-40-00,DEVICE_003,19.49,55,1013.03,18.23
303,18-11-2025,07-41-00,DEVICE_001,18.09,60,1013.04,16.83
304,18-11-2025,07-41-00,DEVICE_002,20.55,50,1013.04,19.17
305,18-11-2025,07-41-00,DEVICE_003,19.37,55,1013.03,18.08
306,18-11-2025,07-42-00,DEVICE_001,18.13,60,1013.04,16.88
307,18-11-2025,07-42-00,DEVICE_002,20.43,50,1013.04,19.02
308,18-11-2025,07-42-00,DEVICE_003,19.41,55,1013.03,18.13
309,18-11-2025,07-43-00,DEVICE_001,18.1,60,1013.04,16.84
310,18-11-2025,07-43-00,DEVICE_002,20.4,50,1013.04,18.99
311,18-11-2025,07-43-00,DEVICE_003,19.38,55,1013.03,18.1
312,18-11-2025,07-44-00,DEVICE_001,17.96,60,1013.03,16.67
313,18-11-2025,07-44-00,DEVICE_002,20.26,50,1013.03,18.81
314,18-11-2025,07-44-00,DEVICE_003,19.24,55,1013.03,17.92
315,18-11-2025,07-45-00,DEVICE_001,17.96,60,1013.03,16.67
316,18-11-2025,07-45-00,DEVICE_002,20.26,50,1013.03,18.81
317,18-11-2025,07-45-00,DEVICE_003,19.24,55,1013.02,17.92
318,18-11-2025,07-46-00,DEVICE_001,17.95,60,1013.03,16.66
319,18-11-2025,07-46-00,DEVICE_002,20.26,50,1013.03,18.81
320,18-11-2025,07-46-00,DEVICE_003,19.24,55,1013.02,17.92
321,18-11-2025,07-47-00,DEVICE_001,17.93,60,1013.03,16.63
322,18-11-2025,07-47-00,DEVICE_002,20.23,50,1013.03,18.78
323,18-11-2025,07-47-00,DEVICE_003,19.21,55,1013.02,17.88
324,18-11-2025,07-48-00,DEVICE_001,18.07,60,1013.03,16.81
325,18-11-2025,07-48-00,DEVICE_002,20.22,50,1013.03,18.76
326,18-11-2025,07-48-00,DEVICE_003,19.2,55,1013.02,17.87
327,18-11-2025,07-49-00,DEVICE_001,17.97,60,1013.03,16.68
328,18-11-2025,07-49-00,DEVICE_002,20.13,50,1013.03,18.65
329,18-11-2025,07-49-00,DEVICE_003,19.11,55,1013.02,17.76
330,18-11-2025,07-50-00,DEVICE_001,18.15,60,1013.03,16.91
331,18-11-2025,07-50-00,DEVICE_002,20.3,50,1013.03,18.86
332,18-11-2025,07-50-00,DEVICE_003,19.28,55,1013.02,17.97
333,18-11-2025,07-51-00,DEVICE_001,18.06,60,1013.03,16.79
334,18-11-2025,07-51-00,DEVICE_002,20.21,50,1013.03,18.75
335,18-11-2025,07-51-00,DEVICE_003,19.2,55,1013.02,17.87
336,18-11-2025,07-52-00,DEVICE_001,17.93,60,1013.03,16.63
337,18-11-2025,07-52-00,DEVICE_002,20.08,50,1013.03,18.59
338,18-11-2025,07-52-00,DEVICE_003,19.06,55,1013.02,17.7
339,18-11-2025,07-53-00,DEVICE_001,17.94,60,1013.03,16.64
340,18-11-2025,07-53-00,DEVICE_002,20.09,50,1013.03,18.6
341,18-11-2025,07-53-00,DEVICE_003,19.08,55,1013.02,17.72
342,18-11-2025,07-54-00,DEVICE_001,17.89,60,1013.03,16.58
343,18-11-2025,07-54-00,DEVICE_002,20.05,50,1013.03,18.55
344,18-11-2025,07-54-00,DEVICE_003,19.03,55,1013.02,17.66
345,18-11-2025,07-55-00,DEVICE_001,18,60,1013.03,16.72
346,18-11-2025,07-55-00,DEVICE_002,20.16,50,1013.03,18.69
347,18-11-2025,07-55-00,DEVICE_003,19.14,55,1013.02,17.8
348,18-11-2025,07-56-00,DEVICE_001,17.71,60,1013.03,16.36
349,18-11-2025,07-56-00,DEVICE_002,20.09,50,1013.03,18.6
350,18-11-2025,07-56-00,DEVICE_003,19.07,55,1013.02,17.71
351,18-11-2025,07-57-00,DEVICE_001,17.81,60,1013.03,16.48
352,18-11-2025,07-57-00,DEVICE_002,20.19,50,1013.03,18.73
353,18-11-2025,07-57-00,DEVICE_003,19.17,55,1013.02,17.83
354,18-11-2025,07-58-00,DEVICE_001,17.75,60,1013.03,16.41
355,18-11-2025,07-58-00,DEVICE_002,20.13,50,1013.03,18.65
356,18-11-2025,07-58-00,DEVICE_003,19.11,55,1013.02,17.76
357,18-11-2025,07-59-00,DEVICE_001,17.6,60,1013.03,16.22
358,18-11-2025,07-59-00,DEVICE_002,19.98,50,1013.03,18.47
359,18-11-2025,07-59-00,DEVICE_003,18.96,55,1013.02,17.57
360,18-11-2025,08-00-00,DEVICE_001,17.62,60,1013.03,16.24
361,18-11-2025,08-00-00,DEVICE_002,20,50,1013.03,18.49
362,18-11-2025,08-00-00,DEVICE_003,18.98,55,1013.02,17.6
363,18-11-2025,08-01-2000,DEVICE_001,17.72,60,1013.03,16.37
